"","RC1","RC2","RC6"
"SampleIDNSW0336",0.305537405776728,1.70198779681083,0.147865952644316
"SampleIDNSW0342",0.498453628009717,1.48000989261805,0.700390200887281
"SampleIDNSW0344",0.293818625562384,1.30752433703405,0.805442810610358
"SampleIDNSW0346",0.965884909352011,1.44129062424317,1.35363752174789
"SampleIDNSW0347",1.57577572936191,1.09618839671396,1.87456915521043
"SampleIDNSW0349",1.48273379146342,1.16227357487183,1.71218778318157
"SampleIDNSW0360",0.527135079322029,1.77839135723159,-0.517237605460444
"SampleIDNSW0365",0.229833253870411,1.89016206383706,-0.460688270718018
"SampleIDNSW0374",1.13545228824697,1.56916767817863,0.289452305888526
"SampleIDNSW0378",0.597731841984497,1.44661452162681,-0.00104194477358029
"SampleIDNSW0379",1.0691541310449,0.991929187240445,2.09868333857415
"SampleIDNSW0380",0.435933407368061,1.87211529580752,-0.698657994302002
"SampleIDNSW0385",0.244890900013466,1.94216028390122,-0.5572882877044
"SampleIDNSW0392",0.395131176028238,1.92729194198389,-0.119471016573299
"SampleIDNSW0394",-0.547021223955871,2.2950769070146,-1.2082011448179
"SampleIDNSW0399",1.17098997983977,1.99214419001964,-0.483055802518685
"SampleIDNSW0404",0.798141556351604,2.03256662930239,-0.666793051309371
"SampleIDNSW0421",0.637984774633497,1.62562594893279,-0.899565748480557
"SampleIDNSW0424",-0.302129443735404,1.55593649274862,-0.513292144497248
"SampleIDNSW0431",-0.00148483057853878,-0.0367826791551679,-1.27080030104033
"SampleIDNSW0437",0.373808039415031,0.366181211704805,-0.906134195234085
"SampleIDNSW0438",0.633185318867825,0.269589021848406,-0.77334247879824
"SampleIDNSW0486",0.747605913904693,0.0681607139092446,-0.564323932288424
"SampleIDNSW0487",0.381428653685144,-0.148167343202999,-0.622879013539546
"SampleIDNSW0490",0.482748333293075,-0.247455936592345,-0.883068205959467
"SampleIDNSW0523",0.711593503660033,-1.46288783483971,0.918167186258312
"SampleIDNSW0524",0.483376433112214,-1.68778870976516,0.615934319513106
"SampleIDNSW0525",0.752842830053744,-1.15729384745733,0.298594355460817
"SampleIDNSW0526",0.625942025991615,-1.14652620281499,0.364390416260591
"SampleIDNSW0528",0.533191642718355,-1.03841475675938,0.135871175732284
"SampleIDNSW0530",0.765019629668404,-0.465112040338936,0.458702144101634
"SampleIDNSW0531",0.963856971737523,-0.997753925829251,0.24557996708558
"SampleIDNSW0532",1.30219777042462,-0.80395003050908,0.0424798536162133
"SampleIDNSW0533",1.0956317626843,-0.674873684699675,-0.0893130588948821
"SampleIDNSW0538",1.14249738071388,-0.831888005902898,-0.0480922808222015
"SampleIDNSW0539",1.16226841506449,-0.840996848688712,-0.034190641606888
"SampleIDNSW0540",1.37955523540523,-0.645651131848713,0.129548419060531
"SampleIDNSW0544",1.10404635126144,-0.324783131919689,0.277353739549709
"SampleIDNSW0552",0.966614335794509,-0.454773022964846,-0.472088514994901
"SampleIDNSW0554",1.05927967695535,0.153671324647145,-0.651715624342366
"SampleIDNSW0555",1.31131731630111,-0.453642579301746,-0.436224392903117
"SampleIDNSW0557",0.519695048295871,-0.530302579010238,-0.213000859330838
"SampleIDNSW0558",0.903005858226745,-0.751491875875355,-0.0438341656880618
"SampleIDNSW0559",0.908659183317671,-0.694452328507172,0.00844743943955625
"SampleIDNSW0577",0.74113739771128,0.038588358642723,0.183351315673954
"SampleIDNSW0585",1.02672110187206,0.200474598857116,0.176347955409513
"SampleIDNSW0588",-0.425098071881971,-0.40269304378253,0.314322988452425
"SampleIDNSW0590",-0.288884048711777,-0.502181417003054,0.403508474537982
"SampleIDNSW0595",-0.0177071198663226,-0.961988750726857,0.336461108971456
"SampleIDNSW0597",0.00479296974190027,-0.936540421005217,0.360381299963883
"SampleIDNSW0599",-0.00288279835862196,-1.04046536424341,0.58906201059279
"SampleIDNSW0602",-0.219654221606985,-0.646745978708729,0.369749963248289
"SampleIDNSW0603",-0.225900510488028,-0.558584414591853,0.229195058772167
"SampleIDNSW0612",-0.167329646994311,-1.66059861775733,0.431291472957204
"SampleIDNSW0615",-0.503434083142581,-1.46237153488802,0.357520500310239
"SampleIDNSW0619",-0.521125415842807,-1.75332118181756,0.34369544449706
"SampleIDNSW0625",-0.431708841099159,-1.34526557213245,0.143741073156831
"SampleIDNSW0628",-0.834912931498635,-1.32667945164663,0.312640743816976
"SampleIDNSW0632",-0.669781304509878,-1.25567742580082,0.305938627257759
"SampleIDNSW0647",-1.08298720173569,-0.901694372441682,0.438094642829365
"SampleIDNSW0650",-0.943645728604579,-0.800329243007898,0.0412524432746085
"SampleIDNSW0670",-1.26589375803375,-0.501896977405038,0.414081596372623
"SampleIDNSW0673",-1.26987145189899,-0.503567019662703,0.302950083392444
"SampleIDNSW0675",-1.63267932129899,-0.300536790716519,0.136221544192711
"SampleIDNSW0677",-1.55019822910219,-0.323986209229784,0.177449748419976
"SampleIDNSW0678",-1.59805495812734,-0.330450882871359,0.260480400604408
"SampleIDNSW0681",-0.624258442233496,0.414200155142335,0.524396584936819
"SampleIDNSW0682",-0.625771445618306,0.514193497700229,0.359575386145183
"SampleIDNSW0685",-0.525532564996348,1.08369042765937,-0.447872605852168
"SampleIDNSW0687",-0.489123719816393,1.81457562203322,-0.327886255619364
"SampleIDNSW0689",-1.26698788969575,1.9350267859589,0.435551434452022
"SampleIDNSW0690",0.129038403436882,1.22647953087526,0.394226920407136
"SampleIDNSW0706",0.164227198957113,-0.34313740564909,0.224531187706023
"SampleIDNSW0713",0.670560975830829,-0.290573344845845,0.0734738238702186
"SampleIDNSW0725",0.640228249183818,0.435456197785507,0.266791450924701
"SampleIDNSW0729",0.601137820555301,0.956609681921216,0.210492956959492
"SampleIDNSW0731",-0.136698409005025,1.65426989211337,-0.0625624307308143
"SampleIDNSW0734",-0.640362115563766,2.5501751626846,-1.08830751430273
"SampleIDNSW0740",0.663228895396041,-0.419409359416635,-0.105945488245302
"SampleIDNSW0741",0.370630364196657,-0.540235426435284,0.178072274954802
"SampleIDNSW0747",0.587293610543624,-0.447024605036175,0.34900597064404
"SampleIDNSW0749",1.01291534335431,-0.472332801228569,0.0359228983496847
